Quantity,Category,Discount,Region,Segment,Ship Mode,State,Sub-Category,Sales
1,Office Supplies,0.0,East,Home Office,Standard Class,New York,Envelopes,16.98
5,Office Supplies,0.0,South,Consumer,Second Class,Alabama,Labels,491.55
2,Office Supplies,0.0,South,Consumer,Second Class,Alabama,Envelopes,7.38
7,Office Supplies,0.0,East,Consumer,Standard Class,New York,Paper,23.66
12,Furniture,0.2,East,Consumer,Standard Class,New York,Bookcases,681.408
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Labels,18.9
4,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,93.68
3,Office Supplies,0.0,West,Consumer,Second Class,California,Labels,21.93
7,Technology,0.2,West,Consumer,Second Class,California,Phones,862.344
1,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,19.98
1,Technology,0.4,East,Consumer,Standard Class,Pennsylvania,Phones,13.494
2,Technology,0.4,East,Consumer,Standard Class,Pennsylvania,Phones,23.988
2,Furniture,0.2,East,Consumer,Standard Class,Pennsylvania,Furnishings,31.984
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Art,41.584
3,Technology,0.2,Central,Corporate,Second Class,Texas,Accessories,95.976
2,Furniture,0.6,Central,Home Office,First Class,Illinois,Furnishings,84.272
2,Office Supplies,0.2,Central,Consumer,Same Day,Texas,Paper,36.544
4,Technology,0.0,West,Consumer,Standard Class,Washington,Accessories,479.72
2,Office Supplies,0.2,East,Corporate,Standard Class,New York,Binders,102.368
5,Office Supplies,0.0,East,Corporate,Standard Class,New York,Supplies,28.4
4,Office Supplies,0.0,East,Corporate,Standard Class,New York,Storage,713.88
3,Office Supplies,0.0,East,Corporate,Standard Class,New York,Paper,68.52
5,Technology,0.2,West,Consumer,Standard Class,California,Phones,623.96
4,Office Supplies,0.0,East,Corporate,Standard Class,Delaware,Binders,11.12
5,Furniture,0.2,East,Consumer,Standard Class,New York,Bookcases,523.92
2,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Storage,221.024
3,Furniture,0.3,Central,Consumer,Standard Class,Illinois,Chairs,128.058
7,Office Supplies,0.2,East,Home Office,Same Day,New York,Binders,58.408
3,Furniture,0.4,East,Home Office,Same Day,New York,Tables,79.974
2,Technology,0.4,Central,Corporate,Standard Class,Texas,Machines,479.988
3,Office Supplies,0.2,West,Consumer,First Class,California,Binders,11.808
4,Office Supplies,0.2,West,Consumer,First Class,California,Binders,53.568
5,Technology,0.2,West,Consumer,First Class,California,Phones,503.96
2,Office Supplies,0.0,West,Corporate,Standard Class,California,Envelopes,21.34
5,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Binders,36.4
1,Furniture,0.0,South,Consumer,Standard Class,Georgia,Furnishings,51.75
1,Office Supplies,0.0,West,Home Office,Second Class,California,Storage,15.51
3,Office Supplies,0.0,West,Home Office,Second Class,California,Paper,146.82
2,Office Supplies,0.0,West,Home Office,Second Class,California,Paper,12.96
3,Office Supplies,0.0,West,Home Office,Same Day,California,Art,7.8
5,Office Supplies,0.0,South,Corporate,Second Class,South Carolina,Envelopes,10.2
3,Office Supplies,0.0,South,Corporate,Second Class,South Carolina,Art,22.32
5,Office Supplies,0.0,South,Corporate,Second Class,South Carolina,Binders,24.1
2,Technology,0.0,South,Corporate,Second Class,South Carolina,Accessories,75.98
2,Office Supplies,0.0,South,Corporate,Second Class,South Carolina,Binders,6.46
9,Office Supplies,0.0,South,Corporate,Second Class,South Carolina,Paper,60.12
3,Technology,0.0,East,Corporate,Second Class,New York,Phones,824.97
5,Furniture,0.0,West,Consumer,Second Class,Washington,Furnishings,24.85
2,Office Supplies,0.2,West,Consumer,Standard Class,Arizona,Storage,12.624
2,Technology,0.2,West,Consumer,Standard Class,Arizona,Accessories,89.584
2,Technology,0.2,West,Consumer,Standard Class,Arizona,Phones,471.92
4,Office Supplies,0.7,West,Consumer,Standard Class,Arizona,Binders,18.18
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Art,31.744
2,Office Supplies,0.2,West,Corporate,Standard Class,Arizona,Labels,5.904
4,Furniture,0.2,West,Corporate,Standard Class,Arizona,Furnishings,621.76
2,Technology,0.0,South,Consumer,First Class,Arkansas,Phones,59.98
9,Office Supplies,0.0,South,Consumer,Second Class,Georgia,Paper,48.87
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,154.9
4,Office Supplies,0.0,East,Corporate,First Class,New York,Fasteners,5.92
3,Office Supplies,0.0,East,Corporate,First Class,New York,Paper,30.18
5,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Binders,24.1
1,Technology,0.0,Central,Consumer,Standard Class,Michigan,Phones,8.78
4,Office Supplies,0.1,Central,Consumer,Standard Class,Michigan,Appliances,376.74
4,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Binders,29.52
2,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Art,11.96
5,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Binders,26.4
5,Office Supplies,0.2,South,Corporate,Second Class,Florida,Appliances,1158.12
2,Office Supplies,0.8,Central,Consumer,First Class,Texas,Appliances,1.392
3,Office Supplies,0.0,South,Consumer,Second Class,Virginia,Appliances,44.43
5,Technology,0.0,South,Consumer,Second Class,Virginia,Phones,226.2
3,Furniture,0.0,South,Consumer,Second Class,Virginia,Furnishings,186.54
7,Office Supplies,0.0,South,Consumer,Second Class,Virginia,Art,265.86
5,Office Supplies,0.0,South,Consumer,Second Class,Virginia,Art,27.9
4,Office Supplies,0.0,West,Corporate,Standard Class,Nevada,Appliances,31.08
4,Office Supplies,0.8,Central,Corporate,Second Class,Illinois,Binders,13.84
4,Office Supplies,0.2,Central,Corporate,Second Class,Illinois,Paper,175.872
2,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,12.96
3,Office Supplies,0.0,South,Corporate,First Class,Kentucky,Appliances,208.44
2,Office Supplies,0.0,South,Corporate,First Class,Kentucky,Supplies,25.76
4,Furniture,0.3,Central,Home Office,Standard Class,Illinois,Chairs,366.744
7,Furniture,0.0,West,Corporate,Second Class,California,Furnishings,289.24
2,Office Supplies,0.2,West,Corporate,Second Class,California,Binders,69.456
1,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Paper,5.184
2,Furniture,0.1,East,Consumer,Standard Class,New York,Chairs,205.164
2,Furniture,0.6,Central,Corporate,Standard Class,Illinois,Furnishings,8.544
2,Office Supplies,0.7,East,Corporate,Standard Class,Ohio,Binders,12.828
3,Furniture,0.3,East,Corporate,Standard Class,Ohio,Chairs,598.458
1,Furniture,0.2,East,Corporate,Standard Class,Ohio,Furnishings,25.984
5,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,17.96
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Supplies,5.04
1,Office Supplies,0.0,East,Consumer,Standard Class,New York,Appliances,208.16
3,Furniture,0.15,West,Home Office,Second Class,California,Bookcases,148.257
3,Office Supplies,0.0,South,Corporate,Second Class,Kentucky,Appliances,146.76
2,Technology,0.0,South,Corporate,Second Class,Kentucky,Accessories,32.96
3,Technology,0.0,South,Corporate,Second Class,Kentucky,Phones,587.97
3,Office Supplies,0.0,South,Corporate,Second Class,Kentucky,Paper,14.94
7,Office Supplies,0.0,East,Consumer,Second Class,New York,Labels,25.83
3,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Paper,15.552
1,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Supplies,6.8
3,Furniture,0.2,West,Consumer,Standard Class,Colorado,Furnishings,4.224
9,Technology,0.2,West,Consumer,Standard Class,Colorado,Phones,143.64
6,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Paper,31.104
9,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Paper,223.056
6,Technology,0.0,East,Corporate,Standard Class,New York,Phones,227.46
4,Office Supplies,0.2,East,Corporate,Standard Class,New York,Binders,46.24
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Labels,5.22
5,Office Supplies,0.0,Central,Consumer,Second Class,Nebraska,Paper,33.9
3,Office Supplies,0.0,East,Corporate,Standard Class,New York,Storage,28.14
2,Technology,0.0,East,Corporate,Standard Class,New York,Accessories,36.0
3,Office Supplies,0.0,East,Corporate,Standard Class,New York,Art,92.94
3,Furniture,0.1,East,Corporate,Standard Class,New York,Chairs,245.646
3,Office Supplies,0.2,East,Corporate,Standard Class,New York,Binders,55.008
3,Office Supplies,0.2,East,Corporate,Standard Class,New York,Binders,35.232
3,Furniture,0.2,West,Corporate,Standard Class,California,Chairs,523.392
2,Technology,0.2,South,Consumer,Second Class,Florida,Copiers,479.984
2,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Paper,12.96
3,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Art,17.94
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Storage,166.72
3,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,24.816
2,Furniture,0.0,East,Consumer,Standard Class,New York,Furnishings,124.36
5,Technology,0.4,East,Consumer,Standard Class,Pennsylvania,Copiers,599.97
4,Furniture,0.3,East,Consumer,Standard Class,Pennsylvania,Chairs,198.744
2,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Supplies,9.184
2,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Paper,9.248
1,Furniture,0.2,West,Home Office,Standard Class,California,Tables,99.592
4,Technology,0.0,West,Home Office,Standard Class,California,Accessories,399.96
3,Office Supplies,0.2,South,Consumer,First Class,Tennessee,Paper,15.552
2,Office Supplies,0.2,West,Home Office,Standard Class,Colorado,Art,14.576
5,Office Supplies,0.2,West,Consumer,Same Day,California,Binders,209.6
2,Office Supplies,0.0,West,Consumer,Same Day,California,Art,23.32
4,Technology,0.0,West,Consumer,Same Day,California,Accessories,119.96
5,Furniture,0.2,West,Consumer,Same Day,California,Chairs,363.92
3,Office Supplies,0.2,West,Consumer,Same Day,California,Binders,35.808
9,Office Supplies,0.2,West,Consumer,Same Day,California,Binders,122.688
7,Furniture,0.2,West,Consumer,Same Day,California,Tables,892.136
3,Office Supplies,0.0,West,Consumer,Same Day,California,Storage,50.22
2,Office Supplies,0.0,West,Consumer,Same Day,California,Appliances,83.42
2,Office Supplies,0.2,West,Consumer,Same Day,California,Binders,5.872
3,Office Supplies,0.2,West,Corporate,Second Class,Utah,Binders,12.144
3,Office Supplies,0.2,West,Consumer,Second Class,Oregon,Envelopes,27.792
2,Office Supplies,0.2,West,Home Office,Standard Class,Oregon,Supplies,6.208
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Appliances,32.67
7,Office Supplies,0.0,West,Corporate,First Class,California,Storage,1261.33
6,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,38.88
9,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Paper,82.656
1,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,5.98
2,Office Supplies,0.2,Central,Home Office,Second Class,Illinois,Paper,9.248
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Art,4.448
1,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Paper,5.184
5,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Art,175.92
4,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Binders,4.752
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Supplies,13.344
5,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Envelopes,54.9
7,Office Supplies,0.7,South,Consumer,Standard Class,North Carolina,Binders,22.911
9,Office Supplies,0.2,South,Consumer,Standard Class,North Carolina,Appliances,309.456
4,Office Supplies,0.2,South,Consumer,Standard Class,North Carolina,Art,19.456
3,Furniture,0.4,South,Consumer,Standard Class,North Carolina,Tables,472.518
3,Technology,0.2,South,Consumer,Standard Class,North Carolina,Accessories,1012.68
5,Office Supplies,0.7,South,Consumer,Standard Class,North Carolina,Binders,17.22
2,Office Supplies,0.0,West,Corporate,Second Class,California,Art,3.52
9,Technology,0.2,West,Corporate,Second Class,California,Phones,1626.192
5,Office Supplies,0.7,East,Corporate,First Class,Pennsylvania,Binders,8.595
2,Office Supplies,0.2,East,Corporate,First Class,Pennsylvania,Supplies,190.896
3,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,99.87
4,Office Supplies,0.0,West,Consumer,Second Class,Nevada,Art,79.36
1,Technology,0.2,West,Corporate,Second Class,California,Phones,119.96
3,Office Supplies,0.0,South,Consumer,Standard Class,Kentucky,Paper,106.32
3,Office Supplies,0.0,South,Consumer,Standard Class,Kentucky,Appliances,163.44
2,Office Supplies,0.0,South,Consumer,Standard Class,Kentucky,Art,42.76
5,Office Supplies,0.0,South,Consumer,Standard Class,Kentucky,Paper,51.55
6,Technology,0.2,Central,Consumer,Second Class,Illinois,Accessories,479.952
6,Office Supplies,0.2,East,Consumer,First Class,New York,Binders,146.688
2,Office Supplies,0.2,East,Consumer,First Class,New York,Binders,276.784
5,Office Supplies,0.2,East,Consumer,First Class,New York,Binders,25.32
9,Office Supplies,0.0,East,Consumer,Standard Class,New York,Paper,318.96
6,Office Supplies,0.0,East,Consumer,Second Class,New York,Paper,212.64
3,Office Supplies,0.2,West,Consumer,Standard Class,Arizona,Envelopes,23.472
2,Office Supplies,0.2,Central,Corporate,Second Class,Texas,Paper,19.648
3,Office Supplies,0.7,East,Consumer,First Class,Pennsylvania,Binders,6.57
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,421.1
6,Furniture,0.3,East,Corporate,Second Class,Ohio,Chairs,760.116
3,Furniture,0.2,East,Corporate,Second Class,Ohio,Furnishings,38.784
9,Technology,0.2,East,Corporate,Second Class,Ohio,Accessories,122.328
2,Technology,0.0,East,Consumer,Standard Class,New York,Phones,25.98
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,3.28
4,Office Supplies,0.0,East,Consumer,Standard Class,New York,Storage,459.88
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Supplies,7.76
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,71.96
5,Office Supplies,0.0,East,Consumer,Standard Class,New York,Supplies,54.9
2,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,9.28
6,Furniture,0.0,West,Corporate,First Class,Nevada,Tables,1685.88
2,Office Supplies,0.2,West,Corporate,First Class,Nevada,Binders,5.728
2,Office Supplies,0.0,West,Consumer,Second Class,Washington,Paper,61.96
1,Office Supplies,0.2,West,Consumer,Second Class,Washington,Binders,1.344
3,Office Supplies,0.0,East,Corporate,Standard Class,New York,Paper,17.94
2,Office Supplies,0.2,West,Corporate,Standard Class,Washington,Binders,13.904
1,Office Supplies,0.7,South,Corporate,Standard Class,Tennessee,Binders,67.194
7,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Paper,41.86
2,Furniture,0.0,West,Consumer,Standard Class,Washington,Bookcases,141.96
3,Furniture,0.0,East,Corporate,Standard Class,New York,Furnishings,10.02
3,Office Supplies,0.0,East,Corporate,Standard Class,New York,Paper,144.12
3,Office Supplies,0.0,South,Consumer,Second Class,Georgia,Paper,17.94
3,Office Supplies,0.0,South,Consumer,Second Class,Georgia,Art,13.89
5,Office Supplies,0.0,East,Consumer,Standard Class,Delaware,Paper,16.45
4,Furniture,0.0,East,Consumer,Standard Class,Delaware,Furnishings,19.92
4,Technology,0.2,South,Consumer,Standard Class,Tennessee,Accessories,35.168
7,Office Supplies,0.2,South,Consumer,Standard Class,Tennessee,Paper,123.088
3,Furniture,0.0,Central,Home Office,Standard Class,Indiana,Tables,257.94
4,Technology,0.0,Central,Home Office,Standard Class,Indiana,Phones,1879.96
2,Furniture,0.0,Central,Home Office,Standard Class,Indiana,Furnishings,27.46
2,Technology,0.0,Central,Home Office,Standard Class,Indiana,Phones,89.98
3,Furniture,0.0,Central,Home Office,Standard Class,Indiana,Chairs,828.6
5,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,7.23
2,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Storage,17.44
4,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,62.88
3,Furniture,0.2,South,Consumer,Standard Class,Florida,Bookcases,290.352
4,Technology,0.0,Central,Consumer,Same Day,Missouri,Accessories,113.52
5,Furniture,0.0,Central,Consumer,Same Day,Missouri,Furnishings,135.3
5,Furniture,0.0,South,Home Office,Standard Class,Virginia,Furnishings,111.15
5,Technology,0.4,East,Home Office,Standard Class,Pennsylvania,Phones,776.85
3,Furniture,0.4,East,Home Office,Standard Class,Pennsylvania,Tables,154.764
1,Office Supplies,0.2,East,Home Office,Standard Class,Pennsylvania,Storage,43.28
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Appliances,52.56
3,Technology,0.2,Central,Consumer,Standard Class,Texas,Phones,971.88
2,Furniture,0.0,South,Home Office,Standard Class,Alabama,Chairs,141.96
2,Furniture,0.5,West,Consumer,Second Class,Arizona,Tables,182.55
2,Office Supplies,0.2,South,Corporate,Standard Class,North Carolina,Paper,88.768
7,Office Supplies,0.8,Central,Consumer,Standard Class,Illinois,Appliances,53.088
6,Furniture,0.0,South,Consumer,Second Class,Georgia,Furnishings,275.88
5,Office Supplies,0.0,South,Consumer,Second Class,Georgia,Binders,157.9
1,Office Supplies,0.0,East,Consumer,Standard Class,New Jersey,Labels,4.91
4,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,87.92
1,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,5.98
2,Technology,0.2,Central,Home Office,Second Class,Illinois,Phones,222.384
4,Office Supplies,0.2,Central,Home Office,Second Class,Illinois,Fasteners,16.0
3,Office Supplies,0.0,South,Consumer,Standard Class,Virginia,Paper,21.84
5,Office Supplies,0.0,South,Consumer,Standard Class,Virginia,Binders,15.6
8,Office Supplies,0.0,East,Corporate,Second Class,New York,Envelopes,247.84
3,Office Supplies,0.2,East,Corporate,Second Class,New York,Binders,9.912
2,Office Supplies,0.0,East,Consumer,First Class,Rhode Island,Storage,69.52
4,Office Supplies,0.0,West,Consumer,Second Class,California,Art,11.52
3,Furniture,0.2,West,Consumer,Second Class,California,Chairs,717.72
10,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,236.5
3,Furniture,0.2,West,Consumer,Second Class,California,Tables,170.352
2,Furniture,0.1,East,Consumer,Standard Class,New York,Chairs,145.764
3,Technology,0.0,West,Consumer,Second Class,California,Accessories,107.97
5,Technology,0.2,Central,Corporate,Standard Class,Texas,Accessories,143.96
5,Technology,0.2,Central,Corporate,Standard Class,Texas,Copiers,2399.96
3,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Paper,74.352
8,Office Supplies,0.8,Central,Corporate,Standard Class,Texas,Appliances,87.168
3,Office Supplies,0.2,Central,Corporate,Standard Class,Texas,Storage,32.232
2,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,2.202
3,Technology,0.0,East,Consumer,Standard Class,Maryland,Phones,89.97
3,Office Supplies,0.0,South,Corporate,First Class,Georgia,Art,12.78
2,Technology,0.2,East,Consumer,Second Class,Ohio,Accessories,40.0
5,Office Supplies,0.2,West,Home Office,Standard Class,California,Binders,23.24
9,Furniture,0.0,East,Consumer,First Class,Maryland,Chairs,908.82
2,Office Supplies,0.2,Central,Home Office,Standard Class,Texas,Supplies,5.552
3,Office Supplies,0.2,Central,Home Office,Standard Class,Texas,Art,8.016
4,Furniture,0.3,Central,Home Office,Standard Class,Texas,Chairs,74.592
2,Furniture,0.6,Central,Home Office,Standard Class,Texas,Furnishings,16.784
4,Office Supplies,0.8,Central,Home Office,Standard Class,Texas,Appliances,38.864
3,Technology,0.2,West,Home Office,First Class,California,Phones,203.976
3,Furniture,0.2,West,Home Office,First Class,California,Tables,674.352
4,Office Supplies,0.7,South,Consumer,Second Class,Florida,Binders,5.388
8,Office Supplies,0.2,South,Consumer,Second Class,Florida,Art,30.976
6,Office Supplies,0.0,South,Consumer,First Class,Georgia,Storage,1350.12
4,Office Supplies,0.0,South,Consumer,First Class,Georgia,Binders,15.92
2,Furniture,0.0,West,Home Office,Standard Class,Washington,Furnishings,19.54
5,Office Supplies,0.0,West,Home Office,Standard Class,California,Art,21.4
2,Office Supplies,0.0,West,Home Office,Standard Class,California,Labels,12.6
2,Office Supplies,0.0,East,Home Office,Standard Class,New York,Art,11.96
2,Technology,0.0,East,Home Office,Standard Class,New York,Phones,138.0
1,Technology,0.2,South,Consumer,Standard Class,Florida,Phones,116.76
7,Furniture,0.45,South,Consumer,Standard Class,Florida,Tables,331.023
5,Furniture,0.0,East,Corporate,Same Day,New York,Furnishings,756.8
3,Furniture,0.6,Central,Home Office,Standard Class,Illinois,Furnishings,8.736
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,6.08
2,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,17.46
11,Technology,0.2,West,Consumer,Standard Class,California,Machines,369.16
2,Office Supplies,0.2,West,Corporate,First Class,Arizona,Art,2.912
4,Office Supplies,0.2,West,Corporate,First Class,Arizona,Paper,20.736
2,Office Supplies,0.2,West,Corporate,First Class,Arizona,Paper,9.568
3,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Paper,30.18
12,Office Supplies,0.2,West,Corporate,Standard Class,Washington,Binders,51.648
3,Office Supplies,0.2,West,Corporate,Standard Class,Washington,Binders,11.232
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Labels,14.73
5,Office Supplies,0.0,Central,Corporate,Second Class,Michigan,Art,16.4
4,Office Supplies,0.0,Central,Corporate,Second Class,Michigan,Paper,25.92
3,Office Supplies,0.0,West,Consumer,First Class,California,Art,8.82
2,Office Supplies,0.2,West,Consumer,First Class,California,Binders,62.496
4,Technology,0.0,West,Consumer,First Class,California,Accessories,339.96
2,Office Supplies,0.2,West,Consumer,First Class,California,Binders,49.568
3,Office Supplies,0.7,East,Consumer,Standard Class,Pennsylvania,Binders,274.491
3,Technology,0.0,East,Consumer,Standard Class,New York,Phones,137.94
3,Technology,0.2,Central,Consumer,Standard Class,Illinois,Accessories,40.68
3,Technology,0.2,West,Consumer,Standard Class,California,Phones,110.376
7,Office Supplies,0.0,West,Consumer,Standard Class,California,Appliances,151.62
4,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,30.8
5,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Paper,123.92
5,Technology,0.2,East,Corporate,Standard Class,Pennsylvania,Accessories,1319.8
6,Office Supplies,0.2,West,Consumer,First Class,California,Binders,89.712
3,Office Supplies,0.0,West,Consumer,First Class,California,Paper,22.83
2,Office Supplies,0.0,East,Consumer,First Class,Connecticut,Binders,30.88
2,Office Supplies,0.0,East,Consumer,First Class,Connecticut,Appliances,465.16
4,Office Supplies,0.0,East,Consumer,First Class,Connecticut,Paper,27.12
8,Furniture,0.0,East,Consumer,Standard Class,New York,Furnishings,113.6
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Paper,12.96
2,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,69.456
3,Office Supplies,0.0,West,Consumer,First Class,California,Art,8.64
3,Technology,0.7,East,Corporate,Same Day,Pennsylvania,Machines,341.991
7,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,43.96
7,Office Supplies,0.0,West,Consumer,Standard Class,California,Envelopes,39.76
7,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,66.36
6,Office Supplies,0.2,West,Consumer,Second Class,California,Binders,92.88
2,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,24.14
9,Furniture,0.3,East,Consumer,Second Class,Pennsylvania,Chairs,4416.174
7,Office Supplies,0.0,West,Consumer,First Class,California,Art,49.56
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,354.9
3,Office Supplies,0.2,East,Corporate,Standard Class,Ohio,Labels,15.12
5,Furniture,0.5,East,Corporate,Standard Class,Ohio,Bookcases,302.45
8,Office Supplies,0.2,East,Corporate,Standard Class,Ohio,Storage,44.672
2,Technology,0.0,West,Consumer,Second Class,California,Accessories,119.98
3,Technology,0.0,West,Consumer,Second Class,California,Accessories,989.97
4,Office Supplies,0.2,South,Corporate,Standard Class,Florida,Labels,9.216
3,Office Supplies,0.0,Central,Corporate,Standard Class,Michigan,Paper,68.52
3,Office Supplies,0.0,Central,Home Office,Standard Class,Wisconsin,Appliances,364.74
5,Furniture,0.0,Central,Home Office,Standard Class,Wisconsin,Furnishings,47.4
4,Office Supplies,0.0,Central,Home Office,Standard Class,Wisconsin,Storage,49.76
2,Office Supplies,0.0,Central,Home Office,Standard Class,Wisconsin,Art,5.56
6,Office Supplies,0.0,Central,Home Office,Standard Class,Wisconsin,Paper,629.1
5,Office Supplies,0.0,Central,Home Office,Standard Class,Wisconsin,Art,14.7
7,Office Supplies,0.0,Central,Home Office,Standard Class,Wisconsin,Paper,45.36
1,Technology,0.0,Central,Home Office,Standard Class,Wisconsin,Phones,125.99
7,Office Supplies,0.0,West,Corporate,Second Class,California,Art,14.7
5,Technology,0.4,East,Corporate,Standard Class,Pennsylvania,Phones,32.7
4,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Envelopes,31.68
7,Office Supplies,0.0,South,Consumer,Standard Class,Virginia,Art,181.86
2,Furniture,0.3,Central,Corporate,Second Class,Texas,Chairs,155.372
3,Office Supplies,0.7,South,Consumer,Same Day,Tennessee,Binders,13.428
4,Office Supplies,0.2,South,Consumer,Same Day,Tennessee,Storage,67.136
2,Office Supplies,0.2,South,Consumer,Standard Class,North Carolina,Paper,89.568
8,Furniture,0.2,South,Consumer,Standard Class,North Carolina,Furnishings,315.776
2,Furniture,0.15,West,Corporate,Standard Class,California,Bookcases,273.666
4,Office Supplies,0.0,West,Corporate,Standard Class,California,Appliances,17.48
2,Office Supplies,0.2,South,Corporate,Standard Class,North Carolina,Supplies,20.608
3,Office Supplies,0.7,South,Corporate,Standard Class,North Carolina,Binders,4.095
5,Technology,0.2,West,Home Office,Standard Class,Montana,Phones,339.96
7,Furniture,0.0,West,Home Office,Standard Class,Montana,Furnishings,63.98
10,Technology,0.2,South,Home Office,Standard Class,Florida,Accessories,799.92
2,Technology,0.2,West,Home Office,First Class,California,Phones,35.984
3,Technology,0.0,West,Home Office,First Class,California,Accessories,389.97
7,Technology,0.2,West,Corporate,Same Day,Arizona,Accessories,185.528
2,Office Supplies,0.0,East,Consumer,Standard Class,Maryland,Binders,2541.98
5,Technology,0.7,West,Home Office,Standard Class,Arizona,Machines,599.985
3,Office Supplies,0.8,Central,Consumer,Standard Class,Illinois,Binders,3.036
5,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Art,25.92
2,Furniture,0.2,East,Consumer,Standard Class,Ohio,Furnishings,66.112
4,Technology,0.0,West,Consumer,Standard Class,California,Accessories,46.36
1,Technology,0.0,Central,Corporate,Standard Class,Oklahoma,Accessories,6.9
3,Furniture,0.0,Central,Corporate,Standard Class,Oklahoma,Furnishings,57.69
3,Technology,0.4,Central,Corporate,Standard Class,Texas,Machines,559.71
9,Office Supplies,0.0,West,Consumer,First Class,California,Storage,305.01
2,Office Supplies,0.2,West,Consumer,First Class,California,Binders,50.784
9,Office Supplies,0.0,West,Consumer,First Class,California,Labels,26.01
2,Technology,0.5,South,Consumer,Standard Class,Tennessee,Machines,649.0
7,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,59.99
1,Furniture,0.0,West,Consumer,Standard Class,Washington,Furnishings,20.24
2,Office Supplies,0.2,Central,Consumer,First Class,Texas,Art,37.84
6,Office Supplies,0.2,Central,Consumer,First Class,Texas,Fasteners,5.472
5,Office Supplies,0.2,East,Corporate,Second Class,Pennsylvania,Storage,77.24
4,Furniture,0.5,Central,Consumer,First Class,Illinois,Tables,292.1
2,Furniture,0.6,Central,Consumer,First Class,Illinois,Furnishings,8.544
